"seed","dataset","model","bias_level","accuracy","error_rate","PR_gap","TPR_gap","Error_gap"
28,"simulated","decision_tree","balanced",0.643,0.357,0.0259999999999999,0.0252217294900222,0.014
28,"simulated","decision_tree","mild",0.633,0.367,0.05,0.0378787878787878,0.022
28,"simulated","decision_tree","moderate",0.655,0.345,0.07,0.077420546932742,0.002
28,"simulated","decision_tree","severe",0.63,0.37,0.068,0.0815779748706578,0.012
28,"simulated","random_forest","balanced",0.658,0.342,0.096,0.106337767923134,0.00399999999999995
28,"simulated","random_forest","mild",0.641,0.359,0.098,0.106337767923134,0.002
28,"simulated","random_forest","moderate",0.653,0.347,0.078,0.108739837398374,0.026
28,"simulated","random_forest","severe",0.658,0.342,0.092,0.11169623059867,0.016
29,"simulated","logistic_regression","balanced",0.672,0.328,0.088,0.0759188307081028,0
29,"simulated","logistic_regression","mild",0.678,0.322,0.12,0.121753937845892,0.012
29,"simulated","logistic_regression","moderate",0.675,0.325,0.126,0.12586916418334,0.01
29,"simulated","logistic_regression","severe",0.678,0.322,0.112,0.117071094082588,0.016
29,"simulated","decision_tree","balanced",0.641,0.359,0.202,0.219667943805875,0.026
29,"simulated","decision_tree","mild",0.62,0.38,0.192,0.237973605789698,0.048
29,"simulated","decision_tree","moderate",0.653,0.347,0.198,0.232439335887612,0.038
29,"simulated","decision_tree","severe",0.645,0.355,0.114,0.131403434085426,0.034
29,"simulated","random_forest","balanced",0.672,0.328,0.108,0.115084433092096,0.02
29,"simulated","random_forest","mild",0.66,0.34,0.16,0.175251880232723,0.024
29,"simulated","random_forest","moderate",0.669,0.331,0.134,0.133248190719455,0.01
29,"simulated","random_forest","severe",0.671,0.329,0.142,0.149709096069249,0.018
30,"simulated","logistic_regression","balanced",0.667,0.333,0.102,0.100674763832659,0.022
30,"simulated","logistic_regression","mild",0.665,0.335,0.098,0.116599190283401,0.002
30,"simulated","logistic_regression","moderate",0.664,0.336,0.124,0.123211875843455,0.02
30,"simulated","logistic_regression","severe",0.658,0.342,0.132,0.149055330634278,0
30,"simulated","decision_tree","balanced",0.654,0.346,0.144,0.154520917678812,0.00799999999999995
30,"simulated","decision_tree","mild",0.637,0.363,0.21,0.195748987854251,0.03
30,"simulated","decision_tree","moderate",0.648,0.352,0.2,0.221592442645074,0.00800000000000001
30,"simulated","decision_tree","severe",0.615,0.385,0.21,0.235087719298246,0.03
30,"simulated","random_forest","balanced",0.664,0.336,0.188,0.216531713900135,0.00800000000000001
30,"simulated","random_forest","mild",0.66,0.34,0.112,0.102361673414305,0.028
30,"simulated","random_forest","moderate",0.668,0.332,0.08,0.0792847503373819,0.02
30,"simulated","random_forest","severe",0.658,0.342,0.132,0.153508771929825,0.00799999999999995
